#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2025-05-30-15-39-33
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer	source
#types	time	string	addr	port	addr	port	string	string	bool	string	string
1499169223.076809	Cw8x663p2bi718hpac	fe80::266e:96ff:fe4a:377a	8612	ff02::1	8612	bad_UDP_checksum	-	F	zeek	UDP
1499172487.376470	C9NNQe4CAXnKkIW7E2	192.168.10.16	53526	172.217.12.211	80	inflate_failed	-	F	zeek	ZIP
1499172501.813442	CoCg4n4HCaaJdpBAGk	192.168.10.14	50643	23.208.165.150	80	inflate_failed	-	F	zeek	ZIP
1499172503.251427	CYpfxb1dgVQ1wEdu5h	192.168.10.14	50679	192.99.16.81	80	inflate_failed	-	F	zeek	ZIP
1499172503.292753	CTnYKx32vzngib4022	192.168.10.14	50684	66.61.168.121	80	inflate_failed	-	F	zeek	ZIP
1499172504.365722	CdYzy7fgb6miu6gR6	192.168.10.14	50715	213.196.2.1	80	possible_split_routing	-	F	zeek	-
1499172504.365722	CzFGzn2ZoZVxK44Nyl	192.168.10.14	50714	213.196.2.1	80	possible_split_routing	-	F	zeek	-
1499172504.369101	CzFGzn2ZoZVxK44Nyl	192.168.10.14	50714	213.196.2.1	80	window_recision	-	F	zeek	-
1499172504.670325	CP1mtK3TGlHM1sV5d7	192.168.10.14	50732	172.217.3.98	443	possible_split_routing	-	F	zeek	-
1499172507.621586	C9Evim1wK4k5qTO0K7	192.168.10.14	50813	192.96.201.97	80	possible_split_routing	-	F	zeek	-
1499172541.865898	CVEX9Xsx481a29AAe	192.168.10.5	51418	68.67.178.109	80	inflate_failed	-	F	zeek	ZIP
1499172551.545406	CLvHH54nh3XDUkdh2a	192.168.10.8	50863	52.24.31.137	443	possible_split_routing	-	F	zeek	-
1499172565.163539	Cp6FsH3eVMPd6sykm4	192.168.10.5	51534	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499172582.138690	CsuDlw4gPbuziA1aul	192.168.10.17	48091	209.48.71.168	80	possible_split_routing	-	F	zeek	-
1499172582.755836	CzWRvXLMLcaO0qyYa	192.168.10.17	41122	185.113.25.59	80	inflate_failed	-	F	zeek	ZIP
1499172628.334488	CFOZzb3LG66haExWG	192.168.10.5	51566	68.67.178.196	80	inflate_failed	-	F	zeek	ZIP
1499172649.673413	CGBXLQ2jumKCWU4oNb	192.168.10.5	51620	69.166.1.11	80	possible_split_routing	-	F	zeek	-
1499172655.735965	C29aNN2dnnWtTuTmle	192.168.10.5	51627	108.161.188.138	80	possible_split_routing	-	F	zeek	-
1499172664.950570	C0TLTZtCnx79K9OY1	172.16.0.1	56292	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499172672.598886	C03SOX1oIQ3daVAfo4	192.168.10.25	49988	192.168.10.3	3268	data_before_established	-	F	zeek	TCP
1499172674.208293	Cw5AQrT4EqpAhMVl8	192.168.10.25	50008	104.24.29.35	443	possible_split_routing	-	F	zeek	-
1499172675.228334	C0ysJx1xILunfLS3qf	192.168.10.25	50013	172.217.10.3	443	possible_split_routing	-	F	zeek	-
1499172675.228337	CwyUOd1Q29sdiOhiY7	192.168.10.25	50014	172.217.10.3	443	possible_split_routing	-	F	zeek	-
1499172692.765864	CHjLSm34pfdIWwvq29	192.168.10.8	50931	173.194.207.155	443	possible_split_routing	-	F	zeek	-
1499172693.821865	C1g00x17WuVWUXjQHh	192.168.10.8	50965	68.67.180.12	443	possible_split_routing	-	F	zeek	-
1499172693.832762	CLzcAU34q8oSQp5DJk	192.168.10.8	50966	68.67.180.12	443	possible_split_routing	-	F	zeek	-
1499172693.833054	CLzcAU34q8oSQp5DJk	192.168.10.8	50966	68.67.180.12	443	window_recision	-	F	zeek	-
1499172694.620180	CTVTDT28GE7NoPtGJk	192.168.10.8	50981	52.31.59.141	443	possible_split_routing	-	F	zeek	-
1499172694.620499	CTVTDT28GE7NoPtGJk	192.168.10.8	50981	52.31.59.141	443	window_recision	-	F	zeek	-
1499172695.119823	CkSIzF2qR20a0eFlZh	192.168.10.8	50987	23.23.137.33	443	possible_split_routing	-	F	zeek	-
1499172695.295836	CXkssg4dlRKqhXYvTb	192.168.10.8	51001	69.172.216.55	443	possible_split_routing	-	F	zeek	-
1499172696.071826	CusMpV1NohhAv9MnWh	192.168.10.8	51012	69.172.216.55	443	possible_split_routing	-	F	zeek	-
1499172696.373829	CxS0ny4K9PIkDnc7O2	192.168.10.8	51019	69.172.216.55	443	possible_split_routing	-	F	zeek	-
1499172698.826658	CQtejz4DTcd21Wxgz2	192.168.10.8	51081	72.167.239.239	80	possible_split_routing	-	F	zeek	-
1499172699.092159	CtvKG4qS0mmGiMU2c	192.168.10.8	51092	72.167.239.239	80	possible_split_routing	-	F	zeek	-
1499172699.168362	CtvKG4qS0mmGiMU2c	192.168.10.8	51092	72.167.239.239	80	window_recision	-	F	zeek	-
1499172700.744863	CRwgsI3pKydMcctVw1	192.168.10.51	46673	104.16.32.229	443	possible_split_routing	-	F	zeek	-
1499172715.306972	CcanH74BTojH3wl6hk	192.168.10.5	51703	68.67.178.196	80	inflate_failed	-	F	zeek	ZIP
1499172728.469191	C1naog2o8c71mGwEQc	192.168.10.5	51745	68.67.178.252	80	inflate_failed	-	F	zeek	ZIP
1499172732.661364	CdJKwF4xncobFHQQ0g	192.168.10.14	50856	172.217.10.138	80	inflate_failed	-	F	zeek	ZIP
1499172732.768978	C0PvVl4rm1kt6qa7ha	192.168.10.14	50852	104.25.64.8	80	inflate_failed	-	F	zeek	ZIP
1499172733.443194	CS7mD23kf22KOgJ744	192.168.10.14	50874	172.217.6.232	80	inflate_failed	-	F	zeek	ZIP
1499172734.589076	CbYIhm2lV79KamR3pe	192.168.10.14	50895	94.31.29.128	80	possible_split_routing	-	F	zeek	-
1499172734.942173	C2Uukb4909YeKFNnpi	192.168.10.14	50891	104.25.167.114	80	inflate_failed	-	F	zeek	ZIP
1499172736.418705	CiqtqDCdMJIJYXJBa	192.168.10.5	51796	23.50.75.27	80	possible_split_routing	-	F	zeek	-
1499172748.225450	Ceh8ER1QlmfOpSXpk	192.168.10.5	51935	68.67.178.252	80	inflate_failed	-	F	zeek	ZIP
1499172749.366937	Ciy7Kh4nmiDcyL7br1	192.168.10.5	51856	152.163.56.2	443	window_recision	-	F	zeek	-
1499172749.387011	CXp7hb1FqDyWh7GWV8	192.168.10.5	51869	152.163.56.2	443	window_recision	-	F	zeek	-
1499172759.317996	Cmk6502TWz4rjDeHEc	192.168.10.12	60004	54.192.37.28	80	possible_split_routing	-	F	zeek	-
1499172791.588304	CrI4Fc49mkS7rtwD26	192.168.10.51	47192	173.194.207.157	443	possible_split_routing	-	F	zeek	-
1499172795.057895	CSniiM2A8fMLUien44	192.168.10.51	54532	64.12.235.115	443	window_recision	-	F	zeek	-
1499172802.230004	CV4aZl8GevQp763n3	192.168.10.51	50957	152.163.56.2	443	window_recision	-	F	zeek	-
1499172802.553424	COhiPRA6E1NFK73y5	192.168.10.51	50960	152.163.56.2	443	window_recision	-	F	zeek	-
1499172810.443235	CsDG0E4TREk4Z4Emq6	192.168.10.51	44592	152.163.64.1	443	window_recision	-	F	zeek	-
1499172811.484170	CnpqV33AEvOLCjVOXi	192.168.10.5	52002	68.67.178.252	80	inflate_failed	-	F	zeek	ZIP
1499172823.517661	Cp3uuJ23OX8QSd8kli	192.168.10.5	52044	68.67.178.252	80	possible_split_routing	-	F	zeek	-
1499172823.642335	CokGKOm0GoAeCisn2	192.168.10.5	52040	68.67.178.252	80	inflate_failed	-	F	zeek	ZIP
1499172845.136325	C63i6o3UBPykq0K2Xc	192.168.10.16	41644	23.208.150.157	443	possible_split_routing	-	F	zeek	-
1499172846.385642	CKAdnO36FwiaSfYXWj	192.168.10.5	52058	68.67.178.252	80	inflate_failed	-	F	zeek	ZIP
1499172847.291624	CFlonc3SB8HWEIUlz9	192.168.10.5	52098	173.231.178.118	80	inflate_failed	-	F	zeek	ZIP
1499172847.621204	Cem3B8vAfOlVC0Bql	192.168.10.16	36154	129.146.12.101	443	possible_split_routing	-	F	zeek	-
1499172849.673847	CE2uNL1ezqwkbrc0w5	192.168.10.5	51949	74.119.118.86	80	inflate_failed	-	F	zeek	ZIP
1499172849.771135	CwKkcu1mPavu9rzSo5	192.168.10.5	52121	69.172.216.56	80	inflate_failed	-	F	zeek	ZIP
1499172893.630545	Cze05I1Cmkm5T6faBi	192.168.10.5	52143	68.67.180.45	80	inflate_failed	-	F	zeek	ZIP
1499172913.804073	C2wpic1Qz9HCyxYNda	192.168.10.5	52176	68.67.180.45	80	inflate_failed	-	F	zeek	ZIP
1499172923.628832	C1iaCM2cV489z3zm25	192.168.10.12	53814	203.205.142.207	80	inflate_failed	-	F	zeek	ZIP
1499172925.040755	CVhK8l1Dl4AL3mewY3	192.168.10.5	52222	69.172.216.56	80	inflate_failed	-	F	zeek	ZIP
1499172925.965078	CoX3iK8kRFTHmAqW	192.168.10.12	40088	203.205.158.62	80	inflate_failed	-	F	zeek	ZIP
1499172927.762669	C43Hhv17DKHhVHGe3h	192.168.10.12	40098	203.205.158.62	80	inflate_failed	-	F	zeek	ZIP
1499172943.081411	CyAn1f45LALox2JOr	192.168.10.5	52255	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499172943.490108	CWatFY21cJquyyAdO8	192.168.10.15	52044	152.163.13.79	443	window_recision	-	F	zeek	-
1499172943.507999	C8F4DhDHexLWg3NDl	192.168.10.15	52045	152.163.13.79	443	window_recision	-	F	zeek	-
1499172944.658241	CqyF8U1R1snyBNHdul	192.168.10.15	52083	152.163.13.4	443	window_recision	-	F	zeek	-
1499172967.474726	CQLm5p3cvNJmjBGgy1	192.168.10.51	37339	23.52.146.38	80	inflate_failed	-	F	zeek	ZIP
1499172969.373773	CmaexB1vNBpoRXhG68	192.168.10.51	58697	173.223.152.83	80	inflate_failed	-	F	zeek	ZIP
1499172969.451385	ColK2v1a4V7H8XXzrh	192.168.10.51	50377	184.29.141.212	80	inflate_failed	-	F	zeek	ZIP
1499172970.309266	CSSwQJ1hrUPfWwicv	192.168.10.14	50979	104.254.150.21	443	possible_split_routing	-	F	zeek	-
1499172972.810780	CoXEri3MjJAq3Z7vE2	192.168.10.5	52291	68.67.178.132	80	inflate_failed	-	F	zeek	ZIP
1499172973.042143	CI7weIs3Dfed0Q365	192.168.10.5	52217	74.119.118.86	80	inflate_failed	-	F	zeek	ZIP
1499172973.176620	CvDGLb435Rs7E8xn9a	192.168.10.5	52306	69.172.216.56	80	inflate_failed	-	F	zeek	ZIP
1499172976.611813	C0ZJtD1olgx9XSrBL8	192.168.10.51	42773	133.237.16.47	443	possible_split_routing	-	F	zeek	-
1499172976.611862	CQc1CD4LsjRyRzTD8f	192.168.10.51	42774	133.237.16.47	443	possible_split_routing	-	F	zeek	-
1499172976.658709	CQc1CD4LsjRyRzTD8f	192.168.10.51	42774	133.237.16.47	443	window_recision	-	F	zeek	-
1499172976.663025	C0ZJtD1olgx9XSrBL8	192.168.10.51	42773	133.237.16.47	443	window_recision	-	F	zeek	-
1499172979.858852	CzNANh85mxluHaKF6	192.168.10.51	58698	173.223.152.83	80	inflate_failed	-	F	zeek	ZIP
1499172986.467264	C8UFU31hHpRBfGpU02	192.168.10.51	50695	192.82.242.50	443	window_recision	-	F	zeek	-
1499172995.814865	CJ31Dn3ArvTe9pJ6r1	192.168.10.51	47370	152.163.20.130	443	window_recision	-	F	zeek	-
1499173002.716071	Ch0zYPuuFbERiiZK2	192.168.10.5	52320	68.67.178.132	80	inflate_failed	-	F	zeek	ZIP
1499173019.726264	CMMC9j1RzOglta60A2	192.168.10.5	52379	68.67.178.132	80	inflate_failed	-	F	zeek	ZIP
1499173025.404524	CcpXNv1nMruTN5ksmf	192.168.10.16	45578	188.40.17.83	80	inflate_failed	-	F	zeek	ZIP
1499173025.405926	ChbtMa1SKlz2Ouglp6	192.168.10.16	45576	188.40.17.83	80	inflate_failed	-	F	zeek	ZIP
1499173025.410844	C1OqYFRpMvWdTfBY	192.168.10.16	45580	188.40.17.83	80	inflate_failed	-	F	zeek	ZIP
1499173025.672756	C40pcXAsutLIw4z7c	192.168.10.19	54327	209.197.3.14	443	possible_split_routing	-	F	zeek	-
1499173026.258973	CVoyin26eM19ohXPD2	192.168.10.16	39482	199.96.57.6	80	inflate_failed	-	F	zeek	ZIP
1499173026.470658	CrngUyrRJdMMWFlX8	192.168.10.16	37922	95.213.11.181	80	inflate_failed	-	F	zeek	ZIP
1499173028.938840	CfbKjF23Yc3C7l0bCb	192.168.10.16	43310	5.45.205.233	80	possible_split_routing	-	F	zeek	-
1499173028.968303	CLbB7xFSg3vqnRdo9	192.168.10.19	43637	74.121.134.231	443	window_recision	-	F	zeek	-
1499173043.107096	CYUwpg1PI7Hmb76v0d	192.168.10.17	49661	52.84.145.123	443	possible_split_routing	-	F	zeek	-
1499173044.375821	CBHOro1J8g692DG09i	192.168.10.17	45534	94.31.29.64	443	possible_split_routing	-	F	zeek	-
1499173044.530904	CM9kQu3vvLFjs1uCrl	192.168.10.17	56291	172.217.7.3	443	possible_split_routing	-	F	zeek	-
1499173044.530915	C7EETDXdmnl9rghj1	192.168.10.17	56293	172.217.7.3	443	possible_split_routing	-	F	zeek	-
1499173045.239818	C0kkEeX7mogyE6a78	192.168.10.17	39780	172.217.3.100	443	possible_split_routing	-	F	zeek	-
1499173045.327410	CTq8Ut3vDXhvVdhC54	192.168.10.15	52121	173.194.205.109	465	possible_split_routing	-	F	zeek	-
1499173069.007947	CsYJ934McqkNqtHtl7	192.168.10.5	52411	68.67.178.176	80	inflate_failed	-	F	zeek	ZIP
1499173069.477343	CbvmzE36rYgfBYboVl	192.168.10.5	52422	69.172.216.56	80	inflate_failed	-	F	zeek	ZIP
1499173079.513662	C9esY23pl0k53rb7d1	192.168.10.5	52447	69.172.216.56	80	inflate_failed	-	F	zeek	ZIP
1499173082.887075	CMvpaF1TOoPaDSlIFj	192.168.10.12	46564	172.217.12.202	80	inflate_failed	-	F	zeek	ZIP
1499173083.034801	CtTaJ01CympmQvrEPd	192.168.10.12	36226	8.26.204.126	80	inflate_failed	-	F	zeek	ZIP
1499173083.162697	C4pOPD42ol6FotYUZb	192.168.10.12	43284	173.223.154.149	80	inflate_failed	-	F	zeek	ZIP
1499173083.412132	CUmzwl4iH8c3bIfQr8	192.168.10.12	34176	86.109.252.232	80	inflate_failed	-	F	zeek	ZIP
1499173084.226145	CAbPdk3NtTSHlN929	192.168.10.12	52146	89.163.159.109	80	inflate_failed	-	F	zeek	ZIP
1499173084.244823	CHn0sy3IdiRtvCXBud	192.168.10.12	51662	23.194.141.9	80	inflate_failed	-	F	zeek	ZIP
1499173085.933334	C6V4Rx3MIty8ixXBHj	192.168.10.12	59894	46.4.29.76	80	possible_split_routing	-	F	zeek	-
1499173086.290549	CEq8QB1YIsue6x0LL3	192.168.10.12	47606	195.93.42.4	80	window_recision	-	F	zeek	-
1499173086.736112	CCkFJC3zthpztFNKs8	192.168.10.12	47672	195.93.42.4	80	window_recision	-	F	zeek	-
1499173086.871755	Cle0rD2Eqbee9oAJrc	192.168.10.12	48662	8.247.90.237	80	inflate_failed	-	F	zeek	ZIP
1499173087.047381	CBQKkq3TmpQMrgUmi9	192.168.10.12	55770	192.229.163.249	80	inflate_failed	-	F	zeek	ZIP
1499173090.307098	Cb6n4d2RQW8TNkDGrb	192.168.10.5	52463	151.101.1.129	80	inflate_failed	-	F	zeek	ZIP
1499173090.315361	CGNyPJ2KoDFRFpjIS9	192.168.10.5	52459	151.101.1.129	80	inflate_failed	-	F	zeek	ZIP
1499173090.521496	CiY6p9AAzw2hSqFJ4	192.168.10.12	49896	195.216.249.67	80	possible_split_routing	-	F	zeek	-
1499173091.612301	CiY6p9AAzw2hSqFJ4	192.168.10.12	49896	195.216.249.67	80	window_recision	-	F	zeek	-
1499173092.807340	C47Dg12IE6pupqXSqk	192.168.10.12	39438	85.114.159.98	443	possible_split_routing	-	F	zeek	-
1499173094.479054	C1tKiK3zCuZ8kBkS2j	192.168.10.5	52503	152.163.66.131	443	window_recision	-	F	zeek	-
1499173094.481799	CCjL6420bIchFAUL4	192.168.10.5	52501	152.163.66.131	443	window_recision	-	F	zeek	-
1499173094.483590	C4Jbxb1VLhGrZt1zxf	192.168.10.5	52504	152.163.66.131	443	window_recision	-	F	zeek	-
1499173096.844715	C45chNMhgafnc5V4e	192.168.10.5	52637	69.172.216.56	80	inflate_failed	-	F	zeek	ZIP
1499173104.556619	CkiSGr2UioqKZPiaO4	192.168.10.5	52491	192.82.242.28	80	window_recision	-	F	zeek	-
1499173104.582777	Cp13uiakipchD54nk	192.168.10.5	52488	192.82.242.28	80	window_recision	-	F	zeek	-
1499173157.233010	CqhnkA4Uz67lHmiv4b	192.168.10.5	52705	68.67.178.176	80	inflate_failed	-	F	zeek	ZIP
1499173157.949141	CweZwF2gQ9Mmny90Y	192.168.10.5	52727	69.172.216.56	80	inflate_failed	-	F	zeek	ZIP
1499173177.127233	CBm5tE4ukNFMa2UyGb	192.168.10.5	52750	68.67.178.176	80	inflate_failed	-	F	zeek	ZIP
1499173177.642847	CcMdlb27ZhKlDgdBEc	192.168.10.5	52770	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499173182.875334	C5zVzuAKufeLZMos3	192.168.10.5	52825	69.172.216.56	80	inflate_failed	-	F	zeek	ZIP
1499173201.221093	COnyg54U9OkSTOIYWf	192.168.10.5	52841	68.67.178.170	80	inflate_failed	-	F	zeek	ZIP
1499173251.657159	CSVDkm4KoC6ArOAJ2j	192.168.10.12	51270	8.18.45.71	443	window_recision	-	F	zeek	-
1499173258.429202	CNQ1AK3JdPJe3ZN3Yh	192.168.10.12	34076	64.12.245.38	443	window_recision	-	F	zeek	-
1499173258.462492	CfkVBF3AEBTDfvT8Ba	192.168.10.12	52652	152.163.20.130	443	window_recision	-	F	zeek	-
1499173259.802297	C7RlGD3GsFg4K63bQg	192.168.10.12	41680	149.174.66.134	443	window_recision	-	F	zeek	-
1499173272.576878	ChAj7DRJYs7wGVEAc	192.168.10.5	52933	130.250.51.144	443	window_recision	-	F	zeek	-
1499173272.589249	CeeNLO206BAvrN2Ash	192.168.10.5	52932	130.250.51.144	443	window_recision	-	F	zeek	-
1499173273.288074	Cd2GEI2DorKe9pc6N7	192.168.10.5	52934	130.250.51.144	443	window_recision	-	F	zeek	-
1499173273.812663	CIyaKevpiQTS1Ic54	192.168.10.5	52935	130.250.51.144	443	window_recision	-	F	zeek	-
1499173273.857889	CS2gnO1m3HRO0butmh	192.168.10.5	52977	68.67.178.243	80	inflate_failed	-	F	zeek	ZIP
1499173279.013804	CcVqpz184F6Pcwxk07	192.168.10.5	52936	130.250.51.144	443	window_recision	-	F	zeek	-
1499173282.824475	CA3OcC4ktb4d0Mztq9	192.168.10.5	52946	130.250.51.150	443	window_recision	-	F	zeek	-
1499173282.824478	CHmmbp1LAxZvZYGxwf	192.168.10.5	52948	130.250.51.150	443	window_recision	-	F	zeek	-
1499173282.824705	Cq16r41zqGEfk3KIIl	192.168.10.5	52947	130.250.51.150	443	window_recision	-	F	zeek	-
1499173282.834604	C1VFgPFq6yvoKW9He	192.168.10.5	52945	130.250.51.150	443	window_recision	-	F	zeek	-
1499173283.788979	Cpbkgv3ikWUUAXn4O	192.168.10.5	52607	74.119.118.86	80	inflate_failed	-	F	zeek	ZIP
1499173290.169040	C1jYRq4qnDkECCXwtf	192.168.10.5	53052	152.163.20.130	443	window_recision	-	F	zeek	-
1499173290.402255	CADfKs2rWYTNOdt0e2	192.168.10.5	53065	152.163.20.130	443	window_recision	-	F	zeek	-
1499173291.180968	CQdYXT7mMz19cZR1e	192.168.10.5	53081	152.163.13.4	443	window_recision	-	F	zeek	-
1499173330.750730	CypYHj2mioJzz9tgT2	192.168.10.5	53153	68.67.178.243	80	inflate_failed	-	F	zeek	ZIP
1499173350.676388	CHOuHJ13lad2WJGCkk	192.168.10.5	53176	68.67.178.243	80	inflate_failed	-	F	zeek	ZIP
1499173364.699401	CvwVMK12kqcdoa5327	192.168.10.5	53192	68.67.178.243	80	inflate_failed	-	F	zeek	ZIP
1499173365.090922	ClWpNyoYTy2rHcLSd	192.168.10.5	53165	74.119.118.86	80	inflate_failed	-	F	zeek	ZIP
1499173378.439049	C9hsRc4dYrKB4wWaue	192.168.10.5	53217	68.67.178.243	80	inflate_failed	-	F	zeek	ZIP
1499173435.889015	CsXfHilSYvS1EjlM4	192.168.10.5	53244	68.67.180.45	80	inflate_failed	-	F	zeek	ZIP
1499173441.728105	CE5aRD2TW9J6WfDqpe	192.168.10.5	53279	50.63.161.74	443	possible_split_routing	-	F	zeek	-
1499173453.107829	C7O6md2ahexcgIlu1i	192.168.10.14	51189	149.174.66.131	443	window_recision	-	F	zeek	-
1499173456.933920	CYtm504O5oXXRcsVJi	192.168.10.5	53294	68.67.180.45	80	inflate_failed	-	F	zeek	ZIP
1499173457.265481	C1CpLx2UqzHsDcqUQf	192.168.10.5	53310	74.119.118.86	80	inflate_failed	-	F	zeek	ZIP
1499173498.274656	CCk1RJ1Z1PoPtXdbhb	192.168.10.9	3016	180.76.142.12	8080	bad_HTTP_request	-	F	zeek	HTTP
1499173498.274656	CCk1RJ1Z1PoPtXdbhb	192.168.10.9	3016	180.76.142.12	8080	line_terminated_with_single_CR	-	F	zeek	CONTENTLINE
1499173498.334359	CukMkq1qzrFOJwEju5	192.168.10.9	3018	180.76.142.12	8080	bad_HTTP_request	-	F	zeek	HTTP
1499173498.334359	CukMkq1qzrFOJwEju5	192.168.10.9	3018	180.76.142.12	8080	line_terminated_with_single_CR	-	F	zeek	CONTENTLINE
1499173498.583374	CEZtpF1W3vHrxhVGhh	192.168.10.9	3023	180.76.142.12	8080	bad_HTTP_request	-	F	zeek	HTTP
1499173498.583374	CEZtpF1W3vHrxhVGhh	192.168.10.9	3023	180.76.142.12	8080	line_terminated_with_single_CR	-	F	zeek	CONTENTLINE
1499173526.442115	CFfg1b5l58KIpd6bg	192.168.10.14	51354	23.194.180.183	443	possible_split_routing	-	F	zeek	-
1499173534.976667	C9ik5m3UNx9FwpUwGe	192.168.10.14	51324	192.243.232.36	443	window_recision	-	F	zeek	-
1499173535.276345	C5oLF34t0GOsBMEoPb	192.168.10.14	51330	192.243.232.58	443	window_recision	-	F	zeek	-
1499173563.733016	C5ckDv3gUX5NZujHL3	192.168.10.19	40901	104.88.48.213	80	inflate_failed	-	F	zeek	ZIP
1499173563.780326	CfUMxb3TYlPeaZZNxj	192.168.10.19	40906	104.88.48.213	80	possible_split_routing	-	F	zeek	-
1499173563.780355	CZCHvi1nvgtjvWB9Md	192.168.10.19	40908	104.88.48.213	80	possible_split_routing	-	F	zeek	-
1499173563.807406	CZCHvi1nvgtjvWB9Md	192.168.10.19	40908	104.88.48.213	80	inflate_failed	-	F	zeek	ZIP
1499173563.809400	CbSKxc1ad9V9IljSw7	192.168.10.19	40905	104.88.48.213	80	inflate_failed	-	F	zeek	ZIP
1499173563.836110	CpM6Os3F5MZPDgHeh5	192.168.10.19	40904	104.88.48.213	80	inflate_failed	-	F	zeek	ZIP
1499173563.864926	Cw5vjw46uFZpNUFiEk	192.168.10.19	34582	172.217.6.234	80	inflate_failed	-	F	zeek	ZIP
1499173563.955381	Ci1GmZ2Wh6NFLC2wRl	192.168.10.19	37048	173.223.155.20	80	inflate_failed	-	F	zeek	ZIP
1499173563.956881	CrgNQ142paD0G0R6j7	192.168.10.19	37047	173.223.155.20	80	inflate_failed	-	F	zeek	ZIP
1499173564.072651	CHFbFn2AdTMf5EY5Mk	192.168.10.19	41833	23.66.191.194	80	inflate_failed	-	F	zeek	ZIP
1499173564.110544	Cmilpag660Lt68GJ	192.168.10.19	50824	104.88.108.38	80	inflate_failed	-	F	zeek	ZIP
1499173564.115469	Ca0Sq02uYpse2QFB1l	192.168.10.19	41834	23.66.191.194	80	inflate_failed	-	F	zeek	ZIP
1499173564.429474	CshSDc3EAcxoLkslJ5	192.168.10.19	56507	104.88.70.158	80	inflate_failed	-	F	zeek	ZIP
1499173564.529897	CndU9Z1PzppUja6Mqk	192.168.10.19	59166	184.28.197.240	80	inflate_failed	-	F	zeek	ZIP
1499173564.921628	C4olcv4aPs9afD4PP1	192.168.10.19	38592	173.192.200.113	80	inflate_failed	-	F	zeek	ZIP
1499173565.353128	CR5g014cnEXa4vOsbl	192.168.10.19	39390	151.101.0.175	80	inflate_failed	-	F	zeek	ZIP
1499173565.798061	Cyxm7U1x9cPUM1IiY4	192.168.10.19	46174	23.208.162.98	80	possible_split_routing	-	F	zeek	-
1499173565.905026	Cf1IUbtcuWqNiHltg	192.168.10.19	54842	151.101.130.2	80	inflate_failed	-	F	zeek	ZIP
1499173565.996760	CLsKTv3PUaNWyhyCoc	192.168.10.19	58807	23.199.166.246	80	inflate_failed	-	F	zeek	ZIP
1499173566.754288	CnP6tsExel092NuHa	192.168.10.19	38310	172.217.10.2	80	inflate_failed	-	F	zeek	ZIP
1499173567.003192	C6Sl8v2meh8BzHOFYc	192.168.10.19	34562	93.184.216.180	80	inflate_failed	-	F	zeek	ZIP
1499173567.854584	CCILn92530JOay7wVj	192.168.10.19	35053	184.50.96.123	80	inflate_failed	-	F	zeek	ZIP
1499173567.874975	C51g6H1P22CHAtrSO9	192.168.10.19	47056	172.217.11.2	80	inflate_failed	-	F	zeek	ZIP
1499173568.082837	CUnAPq2CTXVtLPD3U8	192.168.10.19	33165	23.15.4.9	80	inflate_failed	-	F	zeek	ZIP
1499173568.167965	C2B6uZ1NuQfXctJLV2	192.168.10.19	33171	23.15.4.9	80	inflate_failed	-	F	zeek	ZIP
1499173568.907248	CGFL7B4XSkfsSO8zw2	192.168.10.19	59946	104.20.16.243	80	inflate_failed	-	F	zeek	ZIP
1499173569.069900	CqpeK12v7sTRzUo1md	192.168.10.19	54824	23.15.4.17	80	inflate_failed	-	F	zeek	ZIP
1499173569.694359	C1M7bJ0UudYKkzQFh	192.168.10.19	37071	23.15.4.18	80	possible_split_routing	-	F	zeek	-
1499173569.774231	C13Jyl1XX6MeqBZJH7	192.168.10.19	46665	64.95.32.60	80	inflate_failed	-	F	zeek	ZIP
1499173570.094096	CyPFY51jtvdh6alQ56	192.168.10.19	44967	50.63.243.230	80	possible_split_routing	-	F	zeek	-
1499173576.201890	CMGhLh41q84bNIPmrd	192.168.10.14	51367	192.243.232.36	443	window_recision	-	F	zeek	-
1499173576.601280	Ca6EAF29eI0K1Bmrr1	192.168.10.14	51371	192.243.232.58	443	window_recision	-	F	zeek	-
1499173579.087354	Cg2dSr1g31KyTpe5oi	192.168.10.19	55275	72.21.202.62	80	window_recision	-	F	zeek	-
1499173579.391442	CAidjm24Zj8tfw4Bxb	192.168.10.19	33255	52.94.225.95	80	window_recision	-	F	zeek	-
1499173617.100284	COtO8Q8orYIojEEwl	192.168.10.14	51411	192.243.232.36	443	window_recision	-	F	zeek	-
1499173617.500376	CN3kSq1bCzohFmPCw	192.168.10.14	51415	192.243.232.58	443	window_recision	-	F	zeek	-
1499173622.405024	ChGCkr404JibYbzKwa	192.168.10.16	59696	198.160.105.95	443	window_recision	-	F	zeek	-
1499173622.556935	CkWvdt32iSrK68u614	192.168.10.16	59700	198.160.105.95	443	window_recision	-	F	zeek	-
1499173648.974827	CqZbyN26zDnzCeRkig	192.168.10.25	50230	52.84.145.136	443	possible_split_routing	-	F	zeek	-
1499173655.985641	C7ItGvutcV5D4fYF	192.168.10.14	51461	152.163.13.4	443	window_recision	-	F	zeek	-
1499173656.089736	Cd847O1TqPrEpxvqKh	192.168.10.14	51462	152.163.13.4	443	window_recision	-	F	zeek	-
